HPO_ID,Description,Depth
HP:0041119,Fractured metacarpus skeleton,6
HP:0007430,Generalized edema,6
HP:0031878,Acromicria,6
HP:0030129,Impaired ristocetin cofactor assay activity,6
HP:0003118,Increased circulating cortisol level,6
HP:0100584,Endocarditis,6
HP:0041044,Low neutrophil alkaline phosphatase,6
HP:0004673,Decreased facial expression,6
HP:0011376,Morphological abnormality of the vestibule of the inner ear,6
HP:0031812,Nitrituria,6
HP:0002442,Dyscalculia,6
HP:0002148,Hypophosphatemia,6
HP:0030901,Pruritis on breast,6
HP:0032156,Skin detachment,6
HP:0012875,Abnormal ejaculation,6
HP:0030244,Maternal fever in pregnancy,6
HP:0032654,Impaired flow-mediated arterial dilatation,6
HP:0000486,Strabismus,6
HP:0020215,Thinking-induced seizure,6
HP:0012075,Personality disorder,6
HP:0003835,Shoulder subluxation,6
HP:0030664,Beevor's sign,6
HP:0000340,Sloping forehead,6
HP:0012344,Morphea,6
HP:0020105,Severe toxoplasmosis,6
HP:0040098,Basalioma of the outer ear,6
HP:0030314,Periostosis,6
HP:0005543,Reduced protein C activity,6
HP:0031555,Reduced granulocyte CD59 level,6
HP:0012653,Status asthmaticus,6
HP:0020074,Crystalluria,6
HP:0031780,Eosinophilic ascites,6
HP:0040134,Abnormal hepatic iron concentration,6
HP:0031210,Abnormal circulating hyaluronic acid concentration,6
HP:0004855,Reduced protein S activity,6
HP:0011118,Abnormality of tumor necrosis factor secretion,6
HP:0100545,Arterial stenosis,6
HP:0025583,Tapetal-like fundal reflex,6
HP:0010974,Abnormal myeloid leukocyte morphology,6
HP:0012210,Abnormal renal morphology,6
HP:0025117,Rete ridge flattening,6
HP:0011475,Persistent stapedial artery,6
HP:0031104,Insulin receptor antibody positivity,6
HP:0031024,Cylindroma,6
HP:0032208,Increased urinary type 1 collagen N-terminal telopeptide level,6
HP:0002731,Decreased lymphocyte apoptosis,6
HP:0001169,Broad palm,6
HP:0011838,Sclerodactyly,6
HP:0004332,Abnormal lymphocyte morphology,6
HP:0030169,Gastric varix,6
HP:0030310,Upper extremity joint dislocation,6
HP:0100679,Lack of skin elasticity,6
HP:0025405,Visual fixation instability,6
HP:0030660,Furcate cord insertion,6
HP:0001949,Hypokalemic alkalosis,6
HP:0031132,Impaired annexin V binding to platelet phosphatidylserine,6
HP:0012222,Arachnoid hemangiomatosis,6
HP:0031344,Pelvic arteriovenous malformation,6
HP:0005186,Synovial hypertrophy,6
HP:0005059,Arthralgia/arthritis,6
HP:0000641,Dysmetric saccades,6
HP:0012486,Myelitis,6
HP:0011823,Chin with horizontal crease,6
HP:0020091,Post-vaccination rotavirus infection,6
HP:0032376,Anti-beta 2 glycoprotein I antibody positivity,6
HP:0008191,Thyroid agenesis,6
HP:0010528,Prosopagnosia,6
HP:0011783,Thyrotoxicosis from ectopic thyroid tissue,6
HP:0000745,Diminished motivation,6
HP:0001973,Autoimmune thrombocytopenia,6
HP:0025640,Abnormal urinary mineral level,6
HP:0006979,Sleep-wake cycle disturbance,6
HP:0011497,Iris neovascularization,7
HP:0001054,Numerous nevi,7
HP:0032516,Invasive dermatophyte infection,7
HP:0006490,Abnormality of lower-limb metaphyses,7
HP:0002549,Deficit in phonologic short-term memory,7
HP:0007267,Chronic axonal neuropathy,7
HP:0025289,Cervical lymphadenopathy,7
HP:0031981,Elevated urine glycolate,7
HP:0001591,Bell-shaped thorax,7
HP:0007002,Motor axonal neuropathy,7
HP:0002009,Potter facies,7
HP:0004458,Dilatated internal auditory canal,7
HP:0009593,Peripheral Schwannoma,7
HP:0007802,Granular corneal dystrophy,7
HP:0001406,Intrahepatic cholestasis,7
HP:0010501,Limitation of knee mobility,7
HP:0100569,Abnormally ossified vertebrae,7
HP:0001854,Podagra,7
HP:0002573,Hematochezia,7
HP:0010675,Abnormal foot bone ossification,7
HP:0020200,Increased circulating 18-hydroxycortisone level,7
HP:0002612,Congenital hepatic fibrosis,7
HP:0003193,Allergic rhinitis,7
HP:0011131,Perianal rash,7
HP:0100810,Pointed helix,7
HP:0032221,Periportal emperipolesis,7
HP:0007034,Generalized hyperreflexia,7
HP:0007200,Episodic hypersomnia,7
HP:0031097,Abnormal thyroid-stimulating hormone level,7
HP:0008569,"Microtia, second degree",7
HP:0032011,Heterophoria,7
HP:3000019,Abnormality of buccal mucosa,7
HP:0100898,Connective tissue nevi,7
HP:0030180,Oppenheim reflex,7
HP:0410188,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,7
HP:0006000,Ureteral obstruction,7
HP:0011519,Anomalous trichromacy,7
HP:0032811,Neonatal electrographic only seizure,7
HP:0012172,Stereotypical body rocking,7
HP:0002395,Lower limb hyperreflexia,7
HP:0005164,Dysplastic pulmonary valve,7
HP:0000460,Narrow nose,7
HP:0011547,Absent left sided atrioventricular connection,7
HP:0007834,Progressive cataract,7
HP:0012687,Agenesis of pineal gland,7
HP:0011262,Crimped helix,7
HP:0009931,Enlarged naris,7
HP:0030965,Aortic stiffness,7
HP:0006544,Extrapulmonary sequestrum,7
HP:0032262,Pulmonary tuberculosis,7
HP:0012352,Abnormal fucosylation of protein N-linked glycosylation,7
HP:0012897,Abnormal upper-limb motor evoked potentials,7
HP:0000035,Abnormal testis morphology,7
HP:0002321,Vertigo,7
HP:0005347,Cartilaginous trachea,7
HP:0008061,Aplasia/Hypoplasia of the retina,7
HP:0012097,Intracranial dermoid cyst,7
HP:0100566,Amyelia,7
HP:0032336,Increased circulating specific IgE antibody,7
HP:0031582,Tessier number 10 facial cleft,7
HP:0031769,Peripheral fixation,7
HP:0030409,Renal transitional cell carcinoma,7
HP:0001933,Subcutaneous hemorrhage,7
HP:0008275,Abnormal light-adapted electroretinogram,7
HP:0011388,Enlarged cochlear aqueduct,7
HP:0001409,Portal hypertension,7
HP:0100814,Blue nevus,7
HP:0004535,Anterior cervical hypertrichosis,7
HP:0410327,Dairy allergy,7
HP:0010612,Plantar pits,7
HP:0001850,Abnormality of the tarsal bones,7
HP:0006988,Alobar holoprosencephaly,7
HP:0100861,Sclerotic vertebral body,7
HP:0007366,Atrophy/Degeneration affecting the brainstem,7
HP:0030099,Reduced muscle fiber alpha dystroglycan,7
HP:0025410,Splenogonadal fusion,7
HP:0012766,Widened cerebral subarachnoid space,7
HP:0410058,Increased level of D-threitol in CSF,7
HP:0011516,Achromatopsia,7
HP:0032497,Reduced terminal:vellus ratio,7
HP:0100639,Erectile dysfunction,7
HP:0003020,Enlargement of the wrists,7
HP:0001050,Plethora,7
HP:0002322,Resting tremor,7
HP:0012654,Abnormal CSF dopamine level,7
HP:0012023,Galactosuria,7
HP:0007383,Congenital localized absence of skin,7
HP:0010901,Abnormal circulating methionine concentration,7
HP:0410332,Plant based food allergy,7
HP:0032261,Nontuberculous mycobacterial pulmonary infection,7
HP:0020073,Hypopigmented macule,7
HP:0010530,Palatal myoclonus,7
HP:0009932,Single naris,7
HP:0100640,Laryngeal cyst,7
HP:0500238,Abnormal CSF albumin concentration,7
HP:0004390,Hamartomatous polyposis,7
HP:0020049,Exodeviation,7
HP:0007942,Internal ophthalmoplegia,7
HP:0011222,Depressed glabella,7
HP:0000420,Short nasal septum,7
HP:0031581,Tessier number 9 facial cleft,7
HP:0032075,Splenopancreatic fusion,7
HP:0011167,Focal tonic seizure,7
HP:0006827,Atrophy of the spinal cord,7
HP:0007017,Progressive forgetfulness,7
HP:0025263,Stiff knee,7
HP:0002169,Clonus,7
HP:0011919,Pleural empyema,7
HP:0011958,Retinal perforation,7
HP:0009904,Prominent ear helix,7
HP:0031190,Superficial dermal perivascular inflammatory infiltrate,7
HP:0006273,Pancreatic lymphangiectasis,7
HP:0007162,Diffuse demyelination of the cerebral white matter,7
HP:0000886,Deformed rib cage,7
HP:0007873,Abnormally prominent line of Schwalbe,7
HP:0001663,Ventricular fibrillation,7
HP:0032385,Abnormal circulating transferrin level,7
HP:0005750,Contractures of the joints of the lower limbs,7
HP:0031886,Abnormal LDL cholesterol concentration,7
HP:0002398,Degeneration of anterior horn cells,7
HP:0030727,Intracranial neurenteric cyst,7
HP:0040008,Aplasia of facial bones,7
HP:0041043,Neutrophil nuclear clefts,7
HP:0009733,Glioma,7
HP:0007817,Horizontal supranuclear gaze palsy,7
HP:0025235,Non-rapid eye movement parasomnia,7
HP:0000726,Dementia,7
HP:0003463,Increased extraneuronal autofluorescent lipopigment,7
HP:0025396,Decreased attenuation pattern on pulmonary HRCT,7
HP:0007779,Anterior segment of eye aplasia,7
HP:0200128,Biventricular hypertrophy,7
HP:0032555,Bounding pulse,7
HP:0032020,Eosinophilic bladder infiltration,7
HP:0005202,Helicobacter pylori infection,7
HP:0500192,Abnormal CSF isoleucine concentration,7
HP:0200008,Intestinal polyposis,7
HP:0007541,Frontal cutaneous lipoma,7
HP:0030968,Abnormal pulmonary vein morphology,7
HP:0006539,Bronchial cartilage hypoplasia,7
HP:0032210,Decreased circulating free T3,7
HP:0012086,Abnormal urinary color,7
HP:0012118,Laryngeal carcinoma,7
HP:0001974,Leukocytosis,7
HP:0011385,Absent internal auditory canal,7
HP:0004963,Calcification of the aorta,7
HP:0002611,Cholestatic liver disease,7
HP:0006201,Hypermobility of distal interphalangeal joints,7
HP:0031343,Jejunal arteriovenous malformation,7
HP:0011489,Abnormal migration of corneal endothelium,7
HP:0032958,Urinary oval fat bodies,7
HP:0100837,Atrophodermia vermiculata,7
HP:0010310,Chylothorax,7
HP:0100306,Muscle fiber hyaline bodies,7
HP:0012190,T-cell lymphoma,7
HP:0010917,Abnormal circulating tyrosine concentration,7
HP:0032012,Heterotropia,7
HP:0100264,Proximal symphalangism,7
HP:0004762,Hypoplasia of right ventricle,7
HP:0031889,Abnormal VLDL cholesterol concentration,7
HP:0002361,Psychomotor deterioration,7
HP:0010660,Abnormal hand bone ossification,7
HP:0012699,Anomaly of lower limb diaphyses,7
HP:0011916,Toe extensor amyotrophy,7
HP:0004589,Dysplasia of second lumbar vertebra,7
HP:0020137,Anticardiolipin IgM antibody positivity,7
HP:0004394,Multiple gastric polyps,7
HP:0011344,Severe global developmental delay,7
HP:0005234,Neonatal intestinal obstruction,7
HP:0031783,Absent coronary sinus,7
HP:0011261,Darwin tubercle of helix,7
HP:0410055,Decreased level of erythritol in urine,7
HP:0010534,Transient global amnesia,7
HP:0012171,Stereotypical hand wringing,7
HP:0040013,Decreased mitochondrial number,7
HP:0200133,Lumbosacral meningocele,7
HP:0003547,Shoulder girdle muscle weakness,7
HP:0031023,Multiple mucosal neuromas,7
HP:0001088,Brushfield spots,7
HP:0011005,Mixed cirrhosis,7
HP:0006402,Distal shortening of limbs,7
HP:0005987,Multinodular goiter,7
HP:0025606,Abnormal medial rectus muscle physiology,7
HP:0031207,Hepatic hemangioma,7
HP:0000895,Lateral clavicle hook,7
HP:0008376,"Nasal, dysarthic speech",7
HP:0030253,Defective T cell proliferation,7
HP:0031583,Tessier number 11 facial cleft,7
HP:0030728,Meromelia,7
HP:0003758,Reduced subcutaneous adipose tissue,7
HP:0000529,Progressive visual loss,7
HP:0002608,Celiac disease,7
HP:0002730,Chronic noninfectious lymphadenopathy,7
HP:0030993,Duplication of pancreatic duct,7
HP:0031862,Increased heart rate variability,7
HP:0005401,Recurrent candida infections,7
HP:0004789,Lactose intolerance,7
HP:0003414,Atlantoaxial dislocation,7
HP:0011948,Recurrent acute respiratory tract infection,7
HP:0010903,Abnormal circulating glutamine concentration,7
HP:0025489,Bladder duplication,7
HP:0008420,Punctate vertebral calcifications,7
HP:0002971,Absent microvilli on the surface of peripheral blood lymphocytes,7
HP:0010702,Increased circulating antibody level,7
HP:0200064,Asymmetry of iris pigmentation,7
HP:0032170,Severe varicella zoster infection,7
HP:0003387,Decreased number of large peripheral myelinated nerve fibers,7
HP:0012278,Abnormal circulating serine concentration,7
HP:0020186,Multilobulated spleen,7
HP:0005272,Prominent nasolabial fold,7
HP:0001839,Split foot,7
HP:0011174,Focal hyperkinetic seizure,7
HP:0007233,Clusters of axonal regeneration,7
HP:0009731,Cerebral hamartoma,7
HP:0030904,Glabellar reflex,7
HP:0032651,Elevated CSF chitinase-3-like protein 1 level,7
HP:0003461,Increased urinary O-linked sialopeptides,7
HP:0011584,Thoracocervical ectopia cordis,7
HP:0025261,Stiff finger,7
HP:0000640,Gaze-evoked nystagmus,7
HP:0500237,Decreased CSF histidine concentration,7
HP:0007265,Absent mesencephalon,7
HP:0004349,Reduced bone mineral density,7
HP:0007400,Irregular hyperpigmentation,7
HP:0030661,Vitreous snowballs,7
HP:0001039,Atheroeruptive xanthoma,7
HP:0003286,Cystathioninemia,7
HP:0031526,Subretinal fluid,7
HP:0002572,Episodic vomiting,7
HP:0100023,Recurrent hand flapping,7
HP:0031341,Gastric arteriovenous malformation,7
HP:0003422,Vertebral segmentation defect,7
HP:0031146,Impaired oral bolus formation,7
HP:0030360,Large cell lung carcinoma,7
HP:0032399,Dysgyria with normal cortical thickness,7
HP:0005681,Juvenile rheumatoid arthritis,7
HP:0006587,Straight clavicles,7
HP:0002488,Acute leukemia,7
HP:0012405,Hypocitraturia,7
HP:0008696,Renal hamartoma,7
HP:0002677,Small foramen magnum,7
HP:0007709,Band-shaped corneal dystrophy,7
HP:0011170,Generalized myoclonic-atonic seizure,7
HP:0005215,Frequent Giardia lamblia infestation,7
HP:0003652,Recurrent myoglobinuria,7
HP:0010918,Abnormal circulating cysteine concentration,7
HP:0010959,Congenital cystic adenomatoid malformation of the lung,7
HP:0003945,Irregular articular surfaces of the elbow joints,7
HP:0006682,Ventricular extrasystoles,7
HP:0030531,Altitudinal visual field defect,7
HP:0011263,Forward facing earlobe,7
HP:0031353,Otitis media with effusion,7
HP:0005473,Fusion of middle ear ossicles,7
HP:0031306,Intracranial arterial calcification,7
HP:0007432,Intermittent generalized erythematous papular rash,7
HP:0002296,Progressive hypotrichosis,7
HP:0008277,Abnormal blood zinc concentration,7
HP:0007894,Hypopigmentation of the fundus,7
HP:0005868,Metaphyseal enchondromatosis,7
HP:0410325,House dust mite allergy,7
HP:0030036,Isothenuria,7
HP:0011643,Coronary sinus atrial septal defect,7
HP:0030967,Abnormal pulmonary artery physiology,7
HP:0012529,Abnormal dense granule content,7
HP:0001036,Parakeratosis,7
HP:0010852,EEG with photoparoxysmal response,7
HP:0200127,Atrial cardiomyopathy,7
HP:0000037,Male pseudohermaphroditism,7
HP:0011396,Abnormality of the cochlear nerve,7
HP:0011235,Additional crus of antihelix,7
HP:0008981,Calf muscle hypertrophy,7
HP:0006785,Limb-girdle muscular dystrophy,7
HP:0011548,Absent right sided atrioventricular connection,7
HP:0005177,Premature arteriosclerosis,7
HP:0031134,Cor triatrium sinister,7
HP:0410187,Decreased glucose-6-phosphate dehydrogenase level in tissue,7
HP:0031342,Duodenal arteriovenous malformation,7
HP:0030085,Abnormal CSF lactate level,7
HP:0007015,Poor gross motor coordination,7
HP:0006825,Pallor of dorsal columns of the spinal cord,7
HP:0008407,Hyperconvex thumb nails,7
HP:0030532,Visual acuity test abnormality,7
HP:0025011,Pyriform aperture stenosis,7
HP:0006599,Medial widening of clavicles,7
HP:0030774,Mitochondrial swelling,7
HP:0031022,Oropharyngeal squamous papilloma,7
HP:0000408,Progressive sensorineural hearing impairment,7
HP:0012861,Ovotestis,7
HP:0032980,Absent bronchoalveolar surfactant-protein C,7
HP:0030844,Undetectable pattern electroretinogram,7
HP:0041166,Fractured vertebra,7
HP:0008460,Hypoplastic spinal processes,7
HP:0007552,Abnormal subcutaneous fat tissue distribution,7
HP:0006744,Adrenocortical carcinoma,7
HP:0005954,Pulmonary capillary hemangiomatosis,7
HP:0041244,Fractured scapula,7
HP:0003396,Syringomyelia,7
HP:0032013,Hypermetric horizontal saccades,7
HP:0004334,Dermal atrophy,7
HP:0020197,Increased circulating arachidonic acid level,7
HP:0025497,Coronary artery spasm,7
HP:0001312,Giant somatosensory evoked potentials,7
HP:0007270,Atypical absence seizure,7
HP:0003005,Ganglioneuroma,7
HP:0000061,"Ambiguous genitalia, female",7
HP:0004797,Multiple small bowel atresias,7
HP:0003125,Reduced factor VIII activity,7
HP:0011747,Abnormality of the anterior pituitary,7
HP:0005950,Laryngeal web,7
HP:0005828,Transient pulmonary infiltrates,7
HP:0001040,Multiple pterygia,7
HP:0006870,Lobar holoprosencephaly,7
HP:0005259,Abnormal facility in opposing the shoulders,7
HP:0009933,Narrow naris,7
HP:0550004,Verruca plana,7
HP:0002972,Reduced delayed hypersensitivity,7
HP:0006596,Restricted chest movement,7
HP:0020072,Persistent EBV viremia,7
HP:0012212,Abnormal glomerular filtration rate,7
HP:0005999,Ureteral atresia,7
HP:0000275,Narrow face,7
HP:0011414,Hydropic placenta,7
HP:0410333,Seafood allergy,7
HP:0012569,Delayed menarche,7
HP:0032984,Abnormal alveolar macrophage morphology,7
HP:0031861,Decreased heart rate variability,7
HP:0008063,Aplasia/Hypoplasia of the lens,7
HP:0030770,Craniorachischisis,7
HP:0011387,Enlarged vestibular aqueduct,7
HP:0012810,Wide nasal base,7
HP:0032652,Elevated CSF chitotriosidase 1 level,7
HP:0003174,Abnormality of the ischium,7
HP:0410328,Egg allergy,7
HP:0030320,Increased intervertebral space,7
HP:0004866,Impaired ADP-induced platelet aggregation,7
HP:0004921,Abnormal magnesium concentration,7
HP:0031566,Abnormal pulmonary valve cusp morphology,7
HP:0012098,Edema of the dorsum of feet,7
HP:0005739,Posterior subluxation of radial head,7
HP:0100582,Nasal polyposis,7
HP:0002843,Abnormal T cell morphology,7
HP:0012898,Abnormal lower-limb motor evoked potentials,7
HP:0030662,Vitreous inflammatory cells,7
HP:0032008,Pulmonary fat embolism,7
HP:0000130,Abnormality of the uterus,7
HP:0100035,Phonic tics,7
HP:0003495,GM2-ganglioside accumulation,7
HP:0002043,Esophageal stricture,7
HP:0006554,Acute hepatic failure,7
HP:0200020,Corneal erosion,7
HP:0002287,Progressive alopecia,7
HP:0030791,Abnormal jaw morphology,7
HP:0031130,Impaired calcium ionophore-induced platelet aggregation,7
HP:0032716,Focal impaired awareness non-motor seizure,7
HP:0002503,Spinocerebellar tract degeneration,7
HP:0005357,Defective B cell differentiation,7
HP:0031014,Arteria lusoria,7
HP:0009145,Abnormal cerebral artery morphology,7
HP:0025262,Stiff hip,7
HP:0040104,Osseous stenosis of the external auditory canal,7
HP:0002512,Brain stem compression,7
HP:0004528,Generalized hypotrichosis,7
HP:0010304,Spinal meningeal diverticulum,7
HP:0031290,Tuberous xanthoma,7
HP:0007262,Symmetric peripheral demyelination,7
HP:0030179,Abnormal peripheral action potential amplitude,7
HP:0410314,Decreased urinary 1-methylhistidine,7
HP:0025163,Abnormality of optic chiasm morphology,7
HP:0001762,Talipes equinovarus,7
HP:0030691,Divergence nystagmus,7
HP:0100027,Recurrent pancreatitis,7
HP:0031028,Lactescent serum,7
HP:0012736,Profound global developmental delay,7
HP:0031402,Reduced antigen-specific T cell proliferation,7
HP:0007131,Acute demyelinating polyneuropathy,7
HP:0025072,Prominent U wave,7
HP:0004925,Chronic lactic acidosis,7
HP:0500189,Abnormal CSF leucine concentration,7
HP:0030394,Fallopian tube carcinoma,7
HP:0006583,Fatal liver failure in infancy,7
HP:0040228,Decreased level of plasminogen,7
HP:0007807,Optic nerve compression,7
HP:0000739,Anxiety,7
HP:0040233,Factor XIII subunit A deficiency,7
HP:0009786,Aplasia/Hypoplasia of the musculature of the thigh,7
HP:0005413,Increased alpha-globulin,7
HP:0031033,Impaired urinary acidification,7
HP:0010646,Cervical spine instability,7
HP:0410244,Abnormal circulating IgD level,7
HP:0200123,Chronic hepatitis,7
HP:0200003,Splayed epiphyses,7
HP:0011619,Pulmonary situs ambiguus with bilateral morphologic left lungs,7
HP:0000033,"Ambiguous genitalia, male",7
HP:0012203,Onychomycosis,7
HP:0009106,Abnormal pelvis bone ossification,7
HP:0025382,Hypodipsia,7
HP:0008940,Generalized lymphadenopathy,7
HP:0011542,Criss-cross atrioventricular valves with superior-inferior ventricles,7
HP:0012682,Pineal gland calcification,7
HP:0011267,"Microtia, third degree",7
HP:0031833,Hypometric upward saccades,7
HP:0001151,Impaired horizontal smooth pursuit,7
HP:0008669,Abnormal spermatogenesis,7
HP:0032232,Increased circulating creatine kinase MB isoform,7
HP:0001674,Complete atrioventricular canal defect,7
HP:0005134,Absence of the pulmonary valve,7
HP:0032122,Very low visual acuity,7
HP:0010907,Abnormal circulating proline concentration,7
HP:0030668,Periorbital dermoid cyst,7
HP:0012892,Facial muscle hypertrophy,7
HP:0012348,Decreased galactosylation of N-linked protein glycosylation,7
HP:0500090,Periocular capillary hemangioma,7
HP:0002266,Focal clonic seizure,7
HP:0030176,Asymmetric peripheral demyelination,7
HP:0032267,Empty delta sign,7
HP:0005010,Osteomyelitis leading to amputation due to slow healing fractures,7
HP:0008944,Distal lower limb amyotrophy,7
HP:0001248,Short tubular bones of the hand,7
HP:0031256,Optic nerve arteriovenous malformation,7
HP:0003162,Fasting hypoglycemia,7
HP:0000996,Facial capillary hemangioma,7
HP:0030586,Abnormal Ishihara plate test,7
HP:0012033,Sacral lipoma,7
HP:0002144,Tethered cord,7
HP:0002332,Lack of peer relationships,7
HP:0032619,Perinephric abscess,7
HP:0410240,Abnormal circulating IgA level,7
HP:0500186,Abnormal CSF valine concentration,7
HP:0200071,Peripheral vitreoretinal degeneration,7
HP:0030257,Freckled genitalia,7
HP:0003049,Ulnar deviation of the wrist,7
HP:0031587,Tessier number 30 facial cleft,7
HP:0009922,Vascular remnant arising from the disc,7
HP:0001257,Spasticity,7
HP:0006644,Thoracic dysplasia,7
HP:0012739,Agenesis of the small intestine,7
HP:0200059,Metastatic angiosarcoma,7
HP:0003942,Synovial chondromatosis of the elbow,7
HP:0100539,Periorbital edema,7
HP:0032465,Bladder trabeculation,7
HP:0030881,Shoulder impingement,7
HP:0005212,Anal mucosal leukoplakia,7
HP:0008588,Slit-like opening of the exterior auditory meatus,7
HP:0045012,Decreased urinary catecholamine concentration,7
HP:0004313,Decreased circulating antibody level,7
HP:0012402,Increased urine alpha-ketoglutarate concentration,7
HP:0005102,Cochlear degeneration,7
HP:0010617,Cardiac fibroma,7
HP:0030359,Squamous cell lung carcinoma,7
HP:0030721,Tetraphocomelia,7
HP:0032198,Decreased prothrombin time,7
HP:0006781,Hurthle cell thyroid adenoma,7
HP:0006837,Congenital Horner syndrome,7
HP:0031294,Hypoplastic right atrium,7
HP:0009910,Aplasia of the middle ear ossicles,7
HP:0002575,Tracheoesophageal fistula,7
HP:0000825,Hyperinsulinemic hypoglycemia,7
HP:0032326,Methicillin-resistant Staphylococcus aureus infection,7
HP:0012446,Decreased CSF 5-methyltetrahydrofolate concentration,7
HP:0100800,Aplasia/Hypoplasia of the pancreas,7
HP:0010816,Epidermal nevus,7
HP:0010578,Bracket epiphyses,7
HP:0011779,Anaplastic thyroid carcinoma,7
HP:0005526,Lymphoid leukemia,7
HP:0025551,Optic nerve misrouting,7
HP:0031599,P mitrale,7
HP:0002912,Methylmalonic acidemia,7
HP:0008754,Laryngeal calcification,7
HP:0040225,Decrease in high molecular weight von Willebrand factor Multimers,7
HP:0011468,Facial tics,7
HP:0011474,Childhood onset sensorineural hearing impairment,7
HP:0004099,Macrodactyly,7
HP:0001710,Conotruncal defect,7
HP:0010482,Acromelia of the upper limbs,7
HP:0040015,Increased activity of mitochondrial respiratory chain,7
HP:0410321,Animal dander allergy,7
HP:0000105,Enlarged kidney,7
HP:0031025,Gastric leiomyosarcoma,7
HP:0500072,Absolute eccentric fixation,7
HP:0041154,Fractured elbow joint,7
HP:0032553,Weak pulse,7
HP:0002283,Global brain atrophy,7
HP:0045011,Decreased urine bicarbonate concentration,7
HP:0031874,Late chronotype,7
HP:0002058,Myopathic facies,7
HP:0007486,Cavernous hemangioma of the face,7
HP:0004409,Hyposmia,7
HP:0005353,Recurrent herpes,7
HP:0030882,Coronary artery aneurysm,7
HP:0005211,Midgut malrotation,7
HP:0002507,Semilobar holoprosencephaly,7
HP:0003941,Stippled calcification of the elbow,7
HP:0001882,Leukopenia,7
HP:0011751,Abnormality of the posterior pituitary,7
HP:0032846,Focal motor seizure with negative myoclonus,7
HP:0002858,Meningioma,7
HP:0031345,Colonic arteriovenous malformation,7
HP:0500163,Hypoornithinemia,7
HP:0030416,Vulvar neoplasm,7
HP:0002777,Tracheal stenosis,7
HP:0000417,Slender nose,7
HP:0025265,Stiff toe,7
HP:0011491,Reduced number of corneal endothelial cells,7
HP:0000070,Ureterocele,7
HP:0012068,Aspartylglucosaminuria,7
HP:0006926,Metachromatic leukodystrophy variant,7
HP:0010777,Bronchomegaly,7
HP:0003834,Shoulder dislocation,7
HP:0010920,Zonular cataract,7
HP:0030665,Rubral tremor,7
HP:0041199,Fractured interphalangeal joint,7
HP:0025071,U wave inversion,7
HP:0001633,Abnormal mitral valve morphology,7
HP:0007193,Generalized tonic-clonic seizures on awakening,7
HP:0008124,Talipes calcaneovarus,7
HP:0011553,Discordant atrioventricular connection,7
HP:0001692,Atrial arrhythmia,7
HP:0007438,Mottled pigmentation of the trunk and proximal extremities,7
HP:0008544,Abnormally folded helix,7
HP:0030245,Intrapartum fever,7
HP:0011137,Non-pruritic urticaria,7
HP:0004406,"Spontaneous, recurrent epistaxis",7
HP:3000041,Abnormality of external carotid artery,7
HP:0012550,Colonic varices,7
HP:0000554,Uveitis,7
HP:0100626,Chronic hepatic failure,7
HP:0040072,Abnormality of forearm bone,7
HP:0001284,Areflexia,7
HP:0007824,Total ophthalmoplegia,7
HP:0020075,Leucine crystalluria,7
HP:0006688,Paroxysmal tachycardia,7
HP:0011470,Nasogastric tube feeding in infancy,7
HP:0002630,Fat malabsorption,7
HP:0008750,Laryngeal atresia,7
HP:0010912,Abnormal circulating isoleucine concentration,7
HP:0025059,Splenic abscess,7
HP:0007024,Pseudobulbar paralysis,7
HP:0011001,Increased bone mineral density,7
HP:0007104,Prolonged somatosensory evoked potentials,7
HP:0010560,Undulate clavicles,7
HP:0012599,Abnormal urine phosphate concentration,7
HP:0100804,Ungual fibroma,7
HP:0032195,Abnormal S wave,7
HP:0410362,Decreased O-mannosyl glycans on alpha-dystroglycan,7
HP:0025576,Abnormal inferior vena cava morphology,7
HP:0000446,Narrow nasal bridge,7
HP:0025090,Abnormal large intestinal mucosa morphology,7
HP:0011265,Cleft earlobe,7
HP:0031355,Maintenance insomnia,7
HP:0011741,Secondary hyperaldosteronism,7
HP:0000112,Nephropathy,7
HP:0001937,Microangiopathic hemolytic anemia,7
HP:0002333,Motor deterioration,7
HP:0030937,Fibrotic muscularis propria,7
HP:0040267,Distal upper limb muscle hypertrophy,7
HP:0011871,Impaired ristocetin-induced platelet aggregation,7
HP:0012585,Renal atrophy,7
HP:0002508,Brainstem dysplasia,7
HP:0007350,Hyperreflexia in upper limbs,7
HP:0009710,Chilblains,7
HP:0025046,Reduced brain lactate level by MRS,7
HP:0002057,Prominent glabella,7
HP:0041144,Fractured clavicle bone,7
HP:0100744,Abnormality of the humeroradial joint,7
HP:0030866,Large knee,7
HP:0011233,Antihelical shelf,7
HP:0032123,Ultra-low vision,7
HP:0031867,Neck hypertonia,7
HP:0031234,Neutrophilic infiltration of the skin,7
HP:0008744,Abnormal aryepiglottic fold morphology,7
HP:0004840,Hypochromic microcytic anemia,7
HP:0500161,Increased level of carnosine in blood,7
HP:0032680,Focal cognitive seizure,7
HP:0033045,Bipedal edema,7
HP:0006460,Increased laxity of ankles,7
HP:0030330,Multinucleated giant chondrocytes in epiphyseal cartilage,7
HP:0012403,Decreased urine alpha-ketoglutarate concentration,7
HP:0010577,Absent epiphyses,7
HP:0005089,Abnormal metaphyseal trabeculation,7
HP:0012456,Medial arterial calcification,7
HP:0005156,Hypoplastic left atrium,7
HP:0040198,Non-medullary thyroid carcinoma,7
