HPO_ID,Description,Depth,Remarks
HP:0032786,Migrating partial seizure,6,Synonym
HP:0003514,Deficiency or absence of cytochrome b,6,Synonym
HP:0031505,Abnormal circulating thyroxine level,6,Synonym
HP:0001270,Delay in motor development,6,Synonym
HP:0001270,Delayed early motor milestones,6,Synonym
HP:0001270,Delayed motor development,6,Synonym
HP:0001270,Delayed motor milestones,6,Synonym
HP:0001270,Locomotor delay,6,Synonym
HP:0005930,Epiphyseal abnormality,6,Synonym
HP:0006169,Decreased mobility 3rd-5th fingers,6,Synonym
HP:0100512,Vitamin D deficiency,6,Synonym
HP:0100512,Deficient in vitamin D,6,Synonym
HP:0000321,Square facies,6,Synonym
HP:0005199,Absent abdominal musculature,6,Synonym
HP:0001262,Excessive daytime sleepiness,6,Synonym
HP:0001262,More than typical sleepiness during day,6,Synonym
HP:0006707,Abnormality of liver blood vessels,6,Synonym
HP:0006707,Abnormality of the liver vasculature,6,Synonym
HP:0040116,Absent eustachian tube,6,Synonym
HP:0001547,Abnormality of the rib cage,6,Synonym
HP:0100749,Chest pain,6,Synonym
HP:0100749,Thoracic pain,6,Synonym
HP:0200036,Growth of abnormal tissue on or under the skin,6,Synonym
HP:0100503,Reduced blood thiamine level,6,Synonym
HP:0100503,Vitamin B1 deficiency,6,Synonym
HP:0012395,Seasonal allergy,6,Synonym
HP:0011445,Dyskinetic cerebral palsy,6,Synonym
HP:0000325,Face with broad temples and narrow chin,6,Synonym
HP:0000325,Triangular face,6,Synonym
HP:0000325,Triangular facial shape,6,Synonym
HP:0000325,Triangular facies,6,Synonym
HP:0030864,Chest retractions,6,Synonym
HP:0000009,Poor bladder function,6,Synonym
HP:0001878,Increased hemolysis,6,Synonym
HP:0001878,Hemolytic anaemia,6,Synonym
HP:0001012,Lipomas,6,Synonym
HP:0001012,Lipomatosis,6,Synonym
HP:0001012,Multiple fatty lumps,6,Synonym
HP:0008182,Small adrenal cortex,6,Synonym
HP:0011279,Abnormality of urine HCO3 concentration,6,Synonym
HP:0001820,White discoloration of nails,6,Synonym
HP:0012042,Aspirin-induced asthma,6,Synonym
HP:0032974,Abnormal cell differential of broncho-alveolar fluid,6,Synonym
HP:0002277,Oculosympathetic palsy,6,Synonym
HP:0410259,Hepatic pulmonary fusion,6,Synonym
HP:0030210,Anti-MUSK antibodies,6,Synonym
HP:0006977,Grammar-specific speech disorder,6,Synonym
HP:0008994,"Muscle weakness, proximal, lower limbs",6,Synonym
HP:0030100,Abnormal muscle fibre alpha sarcoglycan,6,Synonym
HP:0004383,Heart left ventricle hypoplasia,6,Synonym
HP:0004383,Left ventricular hypoplasia,6,Synonym
HP:0004383,Underdeveloped left heart,6,Synonym
HP:0008518,Absent/small backbone,6,Synonym
HP:0012398,Peripheral oedema,6,Synonym
HP:0002277,Horner's syndrome,6,Synonym
HP:0030167,Serum antimitochrondrial antibodies,6,Synonym
HP:0011313,Narrow nail,6,Synonym
HP:0002089,Hypoplastic lungs,6,Synonym
HP:0002089,Lung hypoplasia,6,Synonym
HP:0002089,Small lung,6,Synonym
HP:0002089,Underdeveloped lung,6,Synonym
HP:0025527,Serpiginous eruption,6,Synonym
HP:0040044,Underdeveloped diaphragm,6,Synonym
HP:0033035,Abnormal neurilemmal cell morphology,6,Synonym
HP:0033035,Abnormal neurilemmocyte morphology,6,Synonym
HP:0002213,Fine hair,6,Synonym
HP:0002213,Fine hair shaft,6,Synonym
HP:0002213,Fine hair texture,6,Synonym
HP:0002213,Thin hair,6,Synonym
HP:0002213,Thin hair shaft,6,Synonym
HP:0002213,Thin hair texture,6,Synonym
HP:0002213,Thinned hair,6,Synonym
HP:0410271,Throat hemangioma,6,Synonym
HP:0033063,Short sleep,6,Synonym
HP:0031166,Myokymia orbicularis,6,Synonym
HP:0031166,Orbicularis myokymia,6,Synonym
HP:0008518,Absent/small spine,6,Synonym
HP:0012240,Increased muscle lipid droplets,6,Synonym
HP:0008518,Absent/small vertebral column,6,Synonym
HP:0008518,Absent/underdeveloped spine,6,Synonym
HP:0500241,Abnormal homocarnosine levels in cerebrospinal fluid,6,Synonym
HP:0100701,Abnormality of the pia mater,6,Synonym
HP:0011252,Buried ear,6,Synonym
HP:0011252,Hidden ear,6,Synonym
HP:0012790,Abnormal intramembranous bone ossification,6,Synonym
HP:0006711,Absent/small outermost thorax bone,6,Synonym
HP:0006711,Absent/underdeveloped thorax bone,6,Synonym
HP:0012041,Decreased fertility in males,6,Synonym
HP:0040036,Overgrowth and curving of fingernail,6,Synonym
HP:0000612,Cat eye,6,Synonym
HP:0000612,Coloboma of the iris,6,Synonym
HP:0000612,Keyhole iris,6,Synonym
HP:0012675,Brain iron deposition,6,Synonym
HP:0012675,Iron accumulation in brain,6,Synonym
HP:0001435,Abnormality of shoulder musculature,6,Synonym
HP:0003635,Loss of fat tissue below the skin in limbs,6,Synonym
HP:0003635,Loss of subcutaneous adipose tissue from extremities,6,Synonym
HP:0001878,Haemolytic anaemia,6,Synonym
HP:0000612,Coloboma of iris,6,Synonym
HP:0002897,Parathyroid adenomas,6,Synonym
HP:0025085,Bloody stool,6,Synonym
HP:0025085,Bloody diarrhoea,6,Synonym
HP:0008518,Absent/underdeveloped vertebral column,6,Synonym
HP:0025637,Angiospasm,6,Synonym
HP:0025637,Blood vessel spasm,6,Synonym
HP:0025637,Vascular spasm,6,Synonym
HP:0004425,Flat forehead,6,Synonym
HP:0004425,Flattened forehead,6,Synonym
HP:0004425,Frontal flattening,6,Synonym
HP:0010687,Low intestinal ALP,6,Synonym
HP:0012053,Low serum 25-hydroxycholecalciferol,6,Synonym
HP:0012053,Low serum calcidiol,6,Synonym
HP:0002205,Frequent respiratory infections,6,Synonym
HP:0002205,Multiple respiratory infections,6,Synonym
HP:0002205,Recurrent respiratory infections,6,Synonym
HP:0002205,"respiratory infections, recurrent",6,Synonym
HP:0002205,Susceptibility to respiratory infections,6,Synonym
HP:0100571,Ventricular diverticulum,6,Synonym
HP:0025085,Blood in stool,6,Synonym
HP:0025085,Bloody bowel movement,6,Synonym
HP:0025085,Bloody diarrhea,6,Synonym
HP:0008518,Absent/underdeveloped backbone,6,Synonym
HP:0002224,Afro-textured hair,6,Synonym
HP:0004386,Gastrointestinal inflammation,6,Synonym
HP:0012189,Hodgkin disease,6,Synonym
HP:0031548,Follicular infundibulum tumour,6,Synonym
HP:0003341,Subepidermal blistering with cleavage in the lamina lucida,6,Synonym
HP:0100262,Fusion involving digits,6,Synonym
HP:0004905,Vitamin A deficiency,6,Synonym
HP:0100547,Abnormal shape of forebrain,6,Synonym
HP:0100547,Abnormality of the forebrain,6,Synonym
HP:0004057,Pseudosyndactyly,6,Synonym
HP:0030843,Amyloid cardiomyopathy,6,Synonym
HP:0031548,Basal cell hamartoma with follicular differentiation,6,Synonym
HP:0011098,Apraxia of speech,6,Synonym
HP:0012461,Bacteria in urine,6,Synonym
HP:0012461,High urine bacteria,6,Synonym
HP:0100642,Medullar adrenal neoplasia,6,Synonym
HP:0001972,Macrocytic anaemia,6,Synonym
HP:0002840,Inflammation of the lymph nodes,6,Synonym
HP:0030051,Walking on tiptoes,6,Synonym
HP:0031165,Multifocal onset seizures,6,Synonym
HP:0010774,Triatrial heart,6,Synonym
HP:0011098,Verbal dyspraxia,6,Synonym
HP:0012813,One underdeveloped breast,6,Synonym
HP:0000716,Depressive disorder,6,Synonym
HP:0005293,Poorly functioning veins,6,Synonym
HP:0002476,Archaic reflex,6,Synonym
HP:0002476,Primitive reflexes,6,Synonym
HP:0011134,Low-grade fever,6,Synonym
HP:0011134,Mild fever,6,Synonym
HP:0003146,Decreased circulating cholesterol level,6,Synonym
HP:0000422,Abnormality of the bridge of the nose,6,Synonym
HP:0000422,Abnormality of the nasal bridge,6,Synonym
HP:0000422,Abnormality of the nasal root,6,Synonym
HP:0000716,Depression,6,Synonym
HP:0000422,Deformity of the bridge of the nose,6,Synonym
HP:0000422,Malformation of the bridge of the nose,6,Synonym
HP:0000422,Malformation of the nasal bridge,6,Synonym
HP:0000008,Abnormality of female internal genitalia,6,Synonym
HP:0011220,Bulging forehead,6,Synonym
HP:0011220,Prominence of frontal region,6,Synonym
HP:0011220,Prominent forehead,6,Synonym
HP:0011220,Pronounced forehead,6,Synonym
HP:0011220,Protruding forehead,6,Synonym
HP:0000422,Deformity of the nasal bridge,6,Synonym
HP:0003306,Reduced spine movement,6,Synonym
HP:0003306,Rigid spine,6,Synonym
HP:0008519,Abnormal tailbone,6,Synonym
HP:0100516,Neoplasia of the ureters,6,Synonym
HP:0100516,"ureter, cancer of",6,Synonym
HP:0007178,Peripheral motor neuropathy,6,Synonym
HP:0002375,Decreased muscle movement,6,Synonym
HP:0002375,Decreased spontaneous movement,6,Synonym
HP:0002375,Decreased spontaneous movements,6,Synonym
HP:0030876,Increased pulmonary arterial wedge pressure,6,Synonym
HP:0030876,Increased pulmonary artery occlusion pressure,6,Synonym
HP:0003149,High urine uric acid level,6,Synonym
HP:0100748,Muscular oedema,6,Synonym
HP:0001076,Glabellar capillary hemangioma,6,Synonym
HP:0003095,Infected joint,6,Synonym
HP:0031414,High serum 25-hydroxycholecalciferol,6,Synonym
HP:0031414,High serum calcidiol,6,Synonym
HP:0001915,Aplastic anaemia,6,Synonym
HP:0012808,Abnormal nasal base,6,Synonym
HP:0012808,Abnormality of base of nose,6,Synonym
HP:0012808,Anomaly of base of nose,6,Synonym
HP:0010927,Abnormality of divalent inorganic cation homeostasis,6,Synonym
HP:0000719,Inappropriate behaviour,6,Synonym
HP:0000719,Inappropriate behavior,6,Synonym
HP:0003529,Parathormone-independent increased renal tubular Ca2+ reabsorption,6,Synonym
HP:0002155,Increased circulating Tg levels,6,Synonym
HP:0002155,Increased plasma Tg levels,6,Synonym
HP:0002155,Increased plasma triglycerides,6,Synonym
HP:0002155,Increased serum triglycerides,6,Synonym
HP:0002155,Increased triglycerides,6,Synonym
HP:0011822,Broad chin,6,Synonym
HP:0011822,Increased width of chin,6,Synonym
HP:0011822,Increased width of menton region,6,Synonym
HP:0011822,Wide chin,6,Synonym
HP:0040171,Decreased serum testosterone level,6,Synonym
HP:0040171,Decreased serum testosterone levels,6,Synonym
HP:0040171,Decreased testosterone,6,Synonym
HP:0040171,Low serum testosterone level,6,Synonym
HP:0040171,Low serum testosterone levels,6,Synonym
HP:0002040,Enlarged vein in esophagus,6,Synonym
HP:0002040,Esophageal varices,6,Synonym
HP:0000133,Mixed gonadal dysgenesis,6,Synonym
HP:0000133,Pure gonadal dysgenesis,6,Synonym
HP:0003529,Parathormone-independent increased renal tubular Ca reabsorption,6,Synonym
HP:0001730,Progressive hearing loss,6,Synonym
HP:0033044,Regression of motor skills,6,Synonym
HP:0002311,Limb incoordination,6,Synonym
HP:0002311,Incoordination of limb movements,6,Synonym
HP:0010904,Abnormality of histidine metabolism,6,Synonym
HP:0032264,Presence of anti-N-methyl-D-aspartate Receptor antibody in blood,6,Synonym
HP:0032264,Presence of anti-NMDAR antibody in blood,6,Synonym
HP:0000350,Decreased size of forehead,6,Synonym
HP:0000350,Decreased size of frontal region of face,6,Synonym
HP:0000350,Hypoplasia of forehead,6,Synonym
HP:0000350,Hypotrophic forehead,6,Synonym
HP:0000350,Small forehead,6,Synonym
HP:0040097,Ceruminous adenoma,6,Synonym
HP:0008947,Decreased muscle tone in infant,6,Synonym
HP:0008947,Hypotonia in infancy,6,Synonym
HP:0008947,"Hypotonia, early",6,Synonym
HP:0008947,Infantile hypotonia,6,Synonym
HP:0006267,Large placenta,6,Synonym
HP:0006267,Placental enlargement,6,Synonym
HP:0003477,Axonal neuropathy,6,Synonym
HP:0003477,Axonal peripheral neuropathy,6,Synonym
HP:0032341,Decreased forced vital capacity,6,Synonym
HP:0008947,Hypotonia early,6,Synonym
HP:0040097,Ceruminoma,6,Synonym
HP:0040097,Adenoma of the ceruminous gland,6,Synonym
HP:0001956,Truncal obesity,6,Synonym
HP:0500160,Abnormality of carnosine metabolism,6,Synonym
HP:0003357,Decreased thymic hormone,6,Synonym
HP:0033040,Anti-Smith autoantibody,6,Synonym
HP:0007800,Globe elongated,6,Synonym
HP:0007800,Increased axial globe length,6,Synonym
HP:0007800,Increased front to back length of eyeball,6,Synonym
HP:0009901,Crumpled ear,6,Synonym
HP:0002036,Hiatal hernia,6,Synonym
HP:0002036,Stomach hernia,6,Synonym
HP:0011117,Abnormality of IL secretion,6,Synonym
HP:0032966,Centriacinar emphysema,6,Synonym
HP:0025194,Morgagni hernia,6,Synonym
HP:0000957,Birthmark,6,Synonym
HP:0000957,Cafe au lait spots,6,Synonym
HP:0000957,Cafe-au-lait macule,6,Synonym
HP:0000957,Cafe-au-lait macules,6,Synonym
HP:0000957,Cafe-au-lait spots,6,Synonym
HP:0000957,Flat light-brown mark on skin,6,Synonym
HP:0001956,Centripetal obesity,6,Synonym
HP:0032341,Reduced FVC,6,Synonym
HP:0012808,Anomaly of nasal base,6,Synonym
HP:0006802,Abnormality of the anterior horn cell,6,Synonym
HP:0006802,Anomaly of the anterior horn cells,6,Synonym
HP:0011353,Intimal fibrosis,6,Synonym
HP:0004426,Abnormality of the cheek,6,Synonym
HP:0004426,Abnormality of the cheeks,6,Synonym
HP:0004426,Anomaly of the cheeks,6,Synonym
HP:0004426,Deformity of the cheeks,6,Synonym
HP:0004426,Malformation of the cheeks,6,Synonym
HP:0100024,Conspicious happy aspect,6,Synonym
HP:0100024,Happy aspect,6,Synonym
HP:0005942,Filling of the alveoli with alveolar macrophages,6,Synonym
HP:0011821,Abnormality of facial bones,6,Synonym
HP:0011821,Anomaly of facial bones,6,Synonym
HP:0011821,Anomaly of facial skeleton,6,Synonym
HP:0011821,Deformity of facial skeleton,6,Synonym
HP:0011821,Deformity of the facial bones,6,Synonym
HP:0011821,Malformation of facial bones,6,Synonym
HP:0011821,Malformation of facial skeleton,6,Synonym
HP:0002311,Difficulties in coordination,6,Synonym
HP:0002311,Incoordination,6,Synonym
HP:0011821,Abnormality of facial skeleton,6,Synonym
HP:0000651,Double vision,6,Synonym
HP:0012676,Copper accumulation in brain,6,Synonym
HP:0012676,Brain copper accumulation,6,Synonym
HP:0006802,Anterior horn cell disease,6,Synonym
HP:0004690,Thickened Achilles tendon,6,Synonym
HP:0002527,Falls,6,Synonym
HP:0001254,Lethargy,6,Synonym
HP:0010527,Astereognosis,6,Synonym
HP:0010527,Somatosensory agnosia,6,Synonym
HP:0003134,Abnormal peripheral nerve transmission,6,Synonym
HP:0003134,Sensory and motor nerve conduction abnormalities,6,Synonym
HP:0500205,Abnormal aspartate-family amino acid levels in cerebrospinal fluid,6,Synonym
HP:0000421,Bloody nose,6,Synonym
HP:0000421,Frequent nosebleeds,6,Synonym
HP:0000421,Nasal hemorrhage,6,Synonym
HP:0000421,Nose bleed,6,Synonym
HP:0000421,Nose bleeding,6,Synonym
HP:0000421,Nosebleed,6,Synonym
HP:0011526,Abnormality of lens shape,6,Synonym
HP:0008214,Decreased serum estradiol,6,Synonym
HP:0100641,Cortical adrenal neoplasia,6,Synonym
HP:0001436,Abnormal foot muscles,6,Synonym
HP:0006802,Abnormality of the anterior horn cells,6,Synonym
HP:0004841,Hageman factor deficiency,6,Synonym
HP:0012808,Deformity of base of nose,6,Synonym
HP:0012808,Malformation of base of nose,6,Synonym
HP:0020215,Cognition induced seizure,6,Synonym
HP:0003835,Partial shoulder dislocation,6,Synonym
HP:0000340,Inclined forehead,6,Synonym
HP:0000340,Posteriorly sloping forehead,6,Synonym
HP:0000340,Receding forehead,6,Synonym
HP:0000340,Sloping forehead,6,Synonym
HP:0005543,Protein C deficiency,6,Synonym
HP:0012653,Acute severe asthma,6,Synonym
HP:0000486,Squint eyes,6,Synonym
HP:0040134,Abnormal liver iron concentration,6,Synonym
HP:0004855,Protein S deficiency,6,Synonym
HP:0011118,Abnormality of cachectin secretion,6,Synonym
HP:0011118,Abnormality of cachexin secretion,6,Synonym
HP:0011118,Abnormality of tumour necrosis factor secretion,6,Synonym
HP:0100545,Narrowing of an artery,6,Synonym
HP:0010974,Abnormality of myeloid leukocytes,6,Synonym
HP:0012210,Abnormal kidney morphology,6,Synonym
HP:0012210,Abnormally shaped kidney,6,Synonym
HP:0040134,Abnormal liver iron level,6,Synonym
HP:0012210,Kidney malformation,6,Synonym
HP:0000486,Squint,6,Synonym
HP:0032654,Endothelial dysfunction,6,Synonym
HP:0007256,Pyramidal signs,6,Synonym
HP:0007256,Pyramidal tract signs,6,Synonym
HP:0041119,bone metacarpus skeleton,6,Synonym
HP:0007430,Generalised oedema,6,Synonym
HP:0007430,Generalized tissue edema,6,Synonym
HP:0003118,Cushing syndrome,6,Synonym
HP:0003118,Hypercortisolism,6,Synonym
HP:0003118,Increased circulating cortisol level,6,Synonym
HP:0000486,Cross-eyed,6,Synonym
HP:0003118,Increased cortisol production,6,Synonym
HP:0011376,Vestibular abnormality,6,Synonym
HP:0002442,Difficulty making arithmetical calculations,6,Synonym
HP:0002148,Hypophosphataemia,6,Synonym
HP:0002148,Low blood phosphate level,6,Synonym
HP:0032156,Detached skin,6,Synonym
HP:0032156,Epidermal detachment,6,Synonym
HP:0032156,Skin sloughing,6,Synonym
HP:0030244,Maternal fever during pregnancy,6,Synonym
HP:0004673,Decreased facial expression,6,Synonym
HP:0012210,Kidney structure issue,6,Synonym
HP:0012210,Renal malformation,6,Synonym
HP:0012210,Structural anomalies of the renal tract,6,Synonym
HP:0011823,Chin with horizontal furrow,6,Synonym
HP:0011823,Chin with horizontal groove,6,Synonym
HP:0011823,Chin with horizontal sulcus,6,Synonym
HP:0011823,Horizontal chin skin cleft,6,Synonym
HP:0011823,Horizontal menton crease,6,Synonym
HP:0032376,Anti-B2GPI positivity,6,Synonym
HP:0008191,Athyroidal hypothyroidism,6,Synonym
HP:0010528,Face blindness,6,Synonym
HP:0011823,Chin with horizontal crease,6,Synonym
HP:0010528,Facial agnosia,6,Synonym
HP:0000745,Lack of initiative,6,Synonym
HP:0000745,Lack of motivation,6,Synonym
HP:0000745,Lacking in initiative,6,Synonym
HP:0000745,Lacks initiative,6,Synonym
HP:0001973,Idiopathic thrombocytopenia,6,Synonym
HP:0001973,Idiopathic thrombocytopenic purpura,6,Synonym
HP:0001973,Immune thrombocytopenia,6,Synonym
HP:0006979,Sleep-wake cycle disturbance,6,Synonym
HP:0000745,Diminished motivation,6,Synonym
HP:0012486,Inflammation of spinal cord,6,Synonym
HP:0000641,Uncoordinated eye movement,6,Synonym
HP:0000641,Dysmetric eye saccades,6,Synonym
HP:0012210,Structural kidney abnormalities,6,Synonym
HP:0012210,Structural renal anomalies,6,Synonym
HP:0025117,Flattened rete pegs,6,Synonym
HP:0025117,Flattened rete ridges,6,Synonym
HP:0032208,Increased collagen crosslinked N-telopeptide [Moles/volume] in 24 hour urine,6,Synonym
HP:0032208,Increased urine NTx level,6,Synonym
HP:0002731,Defective lymphocyte apoptosis,6,Synonym
HP:0001169,Broad hand,6,Synonym
HP:0001169,Broad hands,6,Synonym
HP:0001169,Broad palm,6,Synonym
HP:0001169,Wide palm,6,Synonym
HP:0004332,Abnormal lymphocytes,6,Synonym
HP:0004332,Abnormality of cells of the lymphoid lineage,6,Synonym
HP:0030169,Gastric varices,6,Synonym
HP:0030310,Dislocated arm joints,6,Synonym
HP:0100679,Tight skin,6,Synonym
HP:0025405,Instability of ocular fixation,6,Synonym
HP:0005059,Joint pain/Joint inflammation,6,Synonym
HP:0000641,Dysmetric eye movements,6,Synonym
HP:0007256,Corticospinal signs,6,Synonym
HP:0010793,Notched nail,6,Synonym
HP:0010793,duplicated nail,6,Synonym
HP:0005225,Intestinal oedema,6,Synonym
HP:0005135,EKG: T-wave abnormalities,6,Synonym
HP:0005135,T-wave abnormalities,6,Synonym
HP:0002928,Decreased activity of the PDH complex,6,Synonym
HP:0002928,Pyruvate dehydrogenase complex deficiency,6,Synonym
HP:0005072,Increased laxity of wrists,6,Synonym
HP:0005072,Increased wrist mobility,6,Synonym
HP:0002732,Small lymph nodes,6,Synonym
HP:0000295,Doll-like facial appearance,6,Synonym
HP:0030841,Toe pain,6,Synonym
HP:0011097,Epileptic spasms,6,Synonym
HP:0011097,Salaam convulsions,6,Synonym
HP:0011097,Salaam seizure,6,Synonym
HP:0011097,Salaam seizures,6,Synonym
HP:0011097,West syndrome,6,Synonym
HP:0004283,Narrow hand,6,Synonym
HP:0004283,Narrow hands,6,Synonym
HP:0004283,Narrow palm,6,Synonym
HP:0100808,Stomach diverticulum,6,Synonym
HP:0011097,Salaam convulsion,6,Synonym
HP:0000860,Underdeveloped parathyroid glands,6,Synonym
HP:0000860,Small parathyroid glands,6,Synonym
HP:0100133,Abnormality of the pubic hair,6,Synonym
HP:0012808,Malformation of nasal base,6,Synonym
HP:0031461,IM Myxoma,6,Synonym
HP:0001386,Joint swelling,6,Synonym
HP:0012652,Exercise-induced asthma,6,Synonym
HP:0410334,Allergy to fungi,6,Synonym
HP:0410334,Fungal allergy,6,Synonym
HP:0410334,Fungi allergy,6,Synonym
HP:0410334,Fungus allergy,6,Synonym
HP:0410334,IgE-mediated fungi allergy,6,Synonym
HP:0410334,Immunoglobulin E-mediated fungi allergy,6,Synonym
HP:0009129,Amyotrophy involving the upper limbs,6,Synonym
HP:0025460,High myo-inositol in brain by MRS,6,Synonym
HP:0001605,Inability to move vocal cords,6,Synonym
HP:0001605,Laryngeal paralysis,6,Synonym
HP:0025115,Colloid bodies,6,Synonym
HP:0025115,Colloid bodies of Civatte,6,Synonym
HP:0025115,Cytoid bodies,6,Synonym
HP:0025115,Hyaline bodies,6,Synonym
HP:0032342,An abnormal reduction in the amount of air a person can forcefully expel in one second.,6,Synonym
HP:0031955,Limp,6,Synonym
HP:0012808,Deformity of nasal base,6,Synonym
HP:0012221,Pretibial epidermolysis bullosa,6,Synonym
HP:0001337,Tremors,6,Synonym
HP:0008223,Mild hypothyroidism,6,Synonym
HP:0008223,Subclinical hypothyroidism,6,Synonym
HP:0003376,'steppage' gait,6,Synonym
HP:0003376,High stepping,6,Synonym
HP:0011478,Complete anophthalmia,6,Synonym
HP:0011478,Completely missing eyeball,6,Synonym
HP:0011478,Total anophthalmia,6,Synonym
HP:0400001,Chin with vertical crease,6,Synonym
HP:0100238,Fusion involving bones of the upper limbs,6,Synonym
HP:0400001,Chin with vertical furrow,6,Synonym
HP:0400001,Chin with vertical sulcus,6,Synonym
HP:0400001,"Chin, vertical crease",6,Synonym
HP:0400001,Cleft chin,6,Synonym
HP:0400001,Vertical chin skin cleft,6,Synonym
HP:0400001,Vertical menton crease,6,Synonym
HP:0000388,Middle ear infection,6,Synonym
HP:0007587,Numerous pigmented freckles,6,Synonym
HP:0001809,Longitudinal splitting of nail,6,Synonym
HP:0400001,Chin with vertical groove,6,Synonym
HP:0010686,Low ALP of hepatic origin,6,Synonym
HP:0031237,Internally nucleated skeletal muscle fibres,6,Synonym
HP:0002180,Progressive neurodegenerative disorder,6,Synonym
HP:0002305,Athetoid movements,6,Synonym
HP:0002305,Involuntary writhing movements,6,Synonym
HP:0002305,"Involuntary writhing movements in fingers, hands, toes, and feet",6,Synonym
HP:0002574,Intermittent abdominal pain,6,Synonym
HP:0030321,Abnormality of the vertebral artery,6,Synonym
HP:0100008,Neurilemmoma,6,Synonym
HP:0100008,Neurinoma,6,Synonym
HP:0100008,Neurolemmoma,6,Synonym
HP:0100008,Schwann cell tumor,6,Synonym
HP:0100008,Schwann cell tumour,6,Synonym
HP:0100008,Schwannomas,6,Synonym
HP:0006753,Increased gastric cancer,6,Synonym
HP:0006753,Neoplasia of the stomach,6,Synonym
HP:0006753,Stomach tumor,6,Synonym
HP:0025134,Increased estradiol level,6,Synonym
HP:0025134,Increased serum oestradiol,6,Synonym
HP:0002180,Neuro-degenerative disease,6,Synonym
HP:0002180,Neurodegenerative disease,6,Synonym
HP:0002180,Ongoing loss of nerve cells,6,Synonym
HP:0001337,Tremor,6,Synonym
HP:0004386,GI inflammation,6,Synonym
HP:0004841,Factor XII deficiency,6,Synonym
HP:0410184,Abnormal G6PD level in RBCs,6,Synonym
HP:0003403,EMG: decrement at repetitive stimulation,6,Synonym
HP:0003403,EMG: decremental response of CMAP to repetitive nerve stimulation,6,Synonym
HP:0000274,Facial hypoplasia,6,Synonym
HP:0000274,Hypoplasia of face,6,Synonym
HP:0000274,Microface,6,Synonym
HP:0000274,Microfacies,6,Synonym
HP:0000274,Short and narrow face,6,Synonym
HP:0000274,Small face,6,Synonym
HP:0004852,Reduced leukocyte ALP,6,Synonym
HP:0000274,Small facies,6,Synonym
HP:0008198,Neonatal hypoparathyroidism,6,Synonym
HP:0001370,RA,6,Synonym
HP:0001370,Rheumatoid arthritis,6,Synonym
HP:0032588,Lack of purposeful hand use,6,Synonym
HP:0100802,Abnormal stomach location,6,Synonym
HP:0100802,Gastric ectopia,6,Synonym
HP:0100802,Gastric malposition,6,Synonym
HP:0003124,Elevated serum cholesterol,6,Synonym
HP:0041082,bone skull,6,Synonym
HP:0003124,Elevated total cholesterol,6,Synonym
HP:0004852,Low leukocyte alkaline phosphatase,6,Synonym
HP:0002910,Increased transaminases,6,Synonym
HP:0004287,Pointed hand bones,6,Synonym
HP:0031803,Fundus haemorrhage,6,Synonym
HP:0004879,Episodic hyperventilation,6,Synonym
HP:0004879,Intermittent overbreathing,6,Synonym
HP:0032067,Elevated serum HCO3 concentration,6,Synonym
HP:0001905,"thrombocytopenia, congenital",6,Synonym
HP:0040177,Abnormal level of PAF,6,Synonym
HP:0008541,High set ears,6,Synonym
HP:0002910,Subclinical abnormal liver function tests,6,Synonym
HP:0002910,Abnormal liver enzymes,6,Synonym
HP:0002910,Abnormal liver function tests,6,Synonym
HP:0002910,Elevated liver enzymes,6,Synonym
HP:0002910,Elevated liver function tests,6,Synonym
HP:0002910,Elevated serum transaminases,6,Synonym
HP:0002910,Elevated transaminases,6,Synonym
HP:0002910,High liver enzymes,6,Synonym
HP:0002910,Increased liver enzymes,6,Synonym
HP:0002910,Increased liver function tests,6,Synonym
HP:0002910,Abnormal liver function,6,Synonym
HP:0003124,High cholesterol,6,Synonym
HP:0003124,Increased total cholesterol,6,Synonym
HP:0000657,Defective or absent horizontal voluntary eye movements,6,Synonym
HP:0030880,Raynaud disease,6,Synonym
HP:0030880,Raynaud's phenomenon,6,Synonym
HP:0012742,Thin fingernail,6,Synonym
HP:0006958,Abnormal brainstem auditory-evoked potentials,6,Synonym
HP:0006919,"Abnormal aggressive, impulsive or violent behaviour",6,Synonym
HP:0006919,Aggressive/violent behavior,6,Synonym
HP:0002317,Gait instability,6,Synonym
HP:0002317,Unsteady walk,6,Synonym
HP:0005864,Pseudoarthroses,6,Synonym
HP:0003799,Marked delay in bone age,6,Synonym
HP:0003799,Markedly retarded bone age,6,Synonym
HP:0007477,Abnormal fingerprints,6,Synonym
HP:0007477,Dermatoglyphic abnormalities,6,Synonym
HP:0100830,Round ear,6,Synonym
HP:0008953,Pectoralis major muscle hypoplasia,6,Synonym
HP:0003418,Back pain,6,Synonym
HP:0041152,bone sternoclavicular joint,6,Synonym
HP:0000291,Abnormality of facial fat,6,Synonym
HP:0003799,Marked retardation in skeletal maturation,6,Synonym
HP:0002349,Simple partial seizures,6,Synonym
HP:0002349,Simple partial seizure,6,Synonym
HP:0002349,Partial seizure without impairment of awareness,6,Synonym
HP:0000657,Ocular motor apraxia,6,Synonym
HP:0005435,Impaired T cell function,6,Synonym
HP:0005435,T-cell dysfunction,6,Synonym
HP:0031225,Intrapulmonary shunting,6,Synonym
HP:0400005,Short ear,6,Synonym
HP:0400005,Short ears,6,Synonym
HP:0009911,Abnormality of the temporal bone,6,Synonym
HP:0001080,Biliary tract disease,6,Synonym
HP:0006780,Parathyroid Cancer,6,Synonym
