HPO_ID,Sentence,Ancestor
HP:0012710,Excessive growth of a nail laterally into the nail fold.,HP:0001574
HP:0031419,A decreased concentration of sex-hormone binding protein in the circulation.,HP:0001939
HP:0046502,Inability of individual to reach orgasm.,HP:0000119
HP:0031989,A sudden involuntary contraction of the musculature surrounding the mouth.,HP:0003011
HP:0000989,Pruritus is an itch or a sensation that makes a person want to scratch. This term refers to an abnormally increased disposition to experience pruritus.,HP:0001574
HP:0000372,An abnormality of the External acoustic tube (also known as the auditory canal).,HP:0000598
HP:0012315,A neoplasm containing histiocytes.,HP:0002664
HP:0031372,Increased muscle weakness upon exposure to cold temperatures.,HP:0003011
HP:0008066,"The presence of one or more bullae on the skin, defined as fluid-filled blisters more than 5 mm in diameter with thin walls.",HP:0001574
HP:0000710,A tendency or compulsion to examine objects by mouth.,HP:0000707
HP:0410262,"A functional abnormality affecting the lower cranial nerves, which include the paired 9th (glossopharyngeal), 10th (vagal), 11th (accessory) and 12th (hypoglossal) cranial nerves.",HP:0000707
HP:0012628,"An anomaly of the suspensory ligament of lens, also known as the ciliary zonule. These ligaments represent a series of fibers connecting the ciliary body and lens of the eye, holding the lens in place.",HP:0000478
HP:0012633,A difference in the amount of intraocular pressure in the right and left eye.,HP:0000478
HP:0002046,The inability to maintain a comfortably body temperature in warm or hot weather.,HP:0001939
HP:0001868,Spontaneous detachment of a foot from the body.,HP:0040064
HP:0000722,"Recurrent obsessions or compulsions that are severe enough to be time consuming (i.e., they take more than 1 hour a day) or cause marked distress or significant impairment (DSM-IV).",HP:0000707
HP:0009796,A branchial cyst is a remnant of embryonic development resulting from a failure of obliteration of a branchial cleft and consists of a subcutaneous cystic mass. Cysts are located anterior or posterior to the ear or in the submandibular region.,HP:0000152
HP:0031082,Failure of growth hormone levels to respond adequately (by increasing) to the glucagon stimulation test.,HP:0000818
HP:0030345,An anomaly of the circulating level of luteinizing hormone (LH).,HP:0000818
HP:0030177,An abnormality of the function of the electrical signals with which peripheral nerve cells communicate with each other or with muscles.,HP:0000707
HP:0410193,An abnormality in uridine diphosphate glucose-4-epimerase level in plasma. Uridine diphosphate glucose-4-epimerase catalyzes the reaction: UDP-glucose = UDP-galactose.,HP:0001939
HP:0012670,Syncope following a quick change in position from lying down to standing.,HP:0001626
HP:0003482,"Electromyographic (EMG) findings characteristic of axonal neuropathy, with normal or slightly decreased nerve conduction velocities, normal or slightly prolonged distal latencies, but significantly reduced motor potentials and sensory amplitudes. There may be spontaneous activity upon needle EMG studies, such as increased insertional activity, positive sharp waves, and fibrillation potentials.",HP:0003011
HP:0011140,"A spherical hollow structure with a smooth muscle coat, lined by a mucous membrane, and attached to any part of the gastrointestinal tract, from the base of the tongue to the anus.",HP:0025031
HP:0031390,A reduction from the normal level of major histocompatibility complex class II molecules expressed at the cell surface.,HP:0002715
HP:0008247,An abnormality of thyroid physiology (HP:0002926) characterized by increased levels of thyroxine without evidence of clinical thyroid disease.,HP:0000818
HP:0032304,Any deviation from the normal concentration of mannose-binding protein in the blood circulation.,HP:0001939
HP:0031081,Failure of cortisol levels to respond adequately (by increasing) to the glucagon stimulation test.,HP:0000818
HP:0008883,"Intrauterine growth retardation that is at least 2 standard deviations (SD) below average, but not as low as 3 SD, corrected for sex and gestational age.",HP:0001507
HP:0012318,"A distinct type of headache characterized by piercing, throbbing, or electric-shock-like chronic pain in the upper neck, back of the head, and behind the ears, usually on one side.",HP:0000707
HP:0030828,A high-pitched whistling sound associated with labored breathing.,HP:0002086
HP:0031179,"Resistance of the extensor muscles of the neck to being bent forwards (i.e., impaired neck flexion) as a result of muscle spasm of the extensor muscles of the neck. Nuchal rigidity is not a fixed rigidity. Nuchal rigidity has been used as a bedside test for meningism, although its sensitivity for this purpose has been debated.",HP:0000152
HP:0025483,"A deviation from the normal concentration of thyroglobulin, a protein produced in the thyroid gland that acts as a precursor to thyrroid hormones.",HP:0001939
HP:0031795,Any deviation from the normal concentration of glycerol in the blood.,HP:0001939
HP:0410210,"An abnormality in any umbilical cord measurement performed after birth, such as the blood gas level.",HP:0001197
HP:0003713,"Abnormal cell death involving muscle fibers usually associated with break in, or absence of, muscle surface fiber membrane and resulting in irreversible damage to muscle fibers.",HP:0003011
HP:0001999,An abnormal morphology (form) of the face or its components.,HP:0000152
HP:0011964,History of repeated intermittent involuntary muscle contractions that were painful.,HP:0003011
HP:0040187,Systemic inflammatory response to infection in newborn babies.,HP:0002715
HP:0100026,An anomalous configuration of blood vessels that shunts arterial blood directly into veins without passing through the capillaries.,HP:0001626
HP:0030402,"An abnormality in the rate and degree to which platelets aggregate after the addition of an agonist that stimulates platelet clumping. Platelet aggregation is measured using aggregometer to measure the optical density of platelet-rich plasma, whereby platelet aggregation causes the plasma to become more transparent.",HP:0001871
HP:0004823,A type of poikilocytosis characterized by the presence in the blood of erythrocytes of varying sizes and abnormal shapes.,HP:0001871
HP:0008216,Abnormal development of the adrenal gland.,HP:0000818
HP:0010647,Any abnormal increase or reduction in skin elasticity.,HP:0001574
HP:0031538,Any anomaly of the structure of the acellular zone that is between the dermis and the epidermis and which functions to bind the epidermis to the dermis and to serve as a selective barrier allowing the control of molecular and cellular exchanges between the two compartments.,HP:0001574
HP:0004343,An abnormality of glycosphingolipid metabolism.,HP:0001939
HP:0030348,"An elevation of the blood concentration of an androgen, that is, of a steroid hormone that controls development and maintenance of masculine characteristics. The androgens include testosterone and Dehydroepiandrosterone.",HP:0000818
HP:0030833,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the neck.",HP:0025142
HP:0003327,"Reduced strength of the axial musculature (i.e., of the muscles of the head and neck, spine, and ribs).",HP:0003011
HP:0001833,Increased back to front length of the foot.,HP:0040064
HP:0020006,A coloboma of the ciliary body.,HP:0000478
HP:0002197,"A generalized-onset seizure is a type of seizure originating at some point within, and rapidly engaging, bilaterally distributed networks. The networks may include cortical and subcortical structures but not necessarily the entire cortex.",HP:0000707
HP:0000738,"Perceptions in a conscious and awake state in the absence of external stimuli which have qualities of real perception, in that they are vivid, substantial, and located in external objective space.",HP:0000707
HP:0009113,A decrease in the strength of the diaphragm.,HP:0003011
HP:0008390,"Recurrent loss, or shedding, of the nails of the fingers and toes.",HP:0001574
HP:0031247,A type of cough characterized by a burst of numerous and rapid coughs followed by a long inhaling effort that is accompanied by a high-pitched whooping sound produced by the inhalation of air.,HP:0002086
HP:0031029,"An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker.",HP:0001939
HP:0006528,"According to the definitions of the American and British Thoracic Societies, including pulmonary functional tests, X-rays, and CT scans for items such as fibrosis, bronchiectasis, bullae, emphysema, nodular or lymphomatous abnormalities.",HP:0002086
HP:0003187,Underdevelopment of the breast.,HP:0000769
HP:0002552,Developmental dysplasia of the hair.,HP:0001574
HP:0000829,A condition caused by a deficiency of parathyroid hormone characterized by hypocalcemia and hyperphosphatemia.,HP:0000818
HP:0001178,An abnormal hand position characterized by hyperextension of the fourth and fifth fingers at the metacarpophalangeal joints and flexion of the interphalangeal joints of the same fingers such that they are curled towards the palm.,HP:0040064
HP:0012346,"An anomaly of a protein glycosylation process, i.e., of a protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins.",HP:0001939
HP:0031883,An elevated concentration of proinsulin (the prohormone precursor to insulin) to mature insulin in the circulation.,HP:0001939
HP:0008081,An outward deviation of the foot at the talocalcaneal or subtalar joint.,HP:0040064
HP:0410174,"An increased concentration of tropnin T in the blood, which is a cardiac regulatory protein that controls the calcium mediated interaction between actin and myosin. Raised cardiac troponin concentrations are now accepted as the standard biochemical marker for the diagnosis of myocardial infarction.",HP:0001626
HP:0012667,An abnormal motion of a segment of the left ventricle during the cardiac cycle.,HP:0001626
HP:0032368,An abnormally low blood pH (usually defined as less than 7.35).,HP:0001939
HP:0010648,An abnormally increased ability of the skin to permit light to pass through (translucency) such that subcutaneous structures such as veins display an increased degree of visibility.,HP:0001574
HP:0410399,Detection of lead in the blood.,HP:0001939
HP:0032150,Excruciating burning pain in the rectal area that may be triggered by defecation.,HP:0025142
HP:0032505,Pharyngeal spasms provoked by an attempt to drink.,HP:0000707
HP:0012109,A type of glaucomatous optic neuropathy in an eye that has evidence of angle closure (i.e. significant iridotrabecular contact).,HP:0000478
HP:0004306,An abnormality of the endocardium.,HP:0001626
HP:0005305,"Formation of a blood clot (thrombus) inside a cerebral vein, causing the obstruction of blood flow.",HP:0001871
HP:0031216,An elevated concentration of progesterone in the blood.,HP:0000818
HP:0001249,"Subnormal intellectual functioning which originates during the developmental period. Intellectual disability, previously referred to as mental retardation, has been defined as an IQ score below 70.",HP:0000707
HP:0003508,A kind of short stature in which different regions of the body are shortened to a comparable extent.,HP:0001507
HP:0030831,"Abnormal breath sounds characterized by low-pitched, snoring or rattle-like sounds.",HP:0002086
HP:0000153,An abnormality of the mouth.,HP:0000152
HP:0000826,"The onset of secondary sexual characteristics before a normal age. Although it is difficult to define normal age ranges because of the marked variation with which puberty begins in normal children, precocious puberty can be defined as the onset of puberty before the age of 8 years in girls or 9 years in boys.",HP:0000818
HP:0031826,"Any anomaly of a reflex, i.e., of an automatic response mediated by the nervous system (a reflex does not need the intervention of conscious thought to occur).",HP:0000707
HP:0031961,"Any deviation from the normal value of the serum anion gap, which is calculated from the electrolytes measured in the chemical laboratory, is defined as the sum of serum chloride and bicarbonate concentrations subtracted from the serum sodium concentration.",HP:0001939
HP:0011880,"An acute form of disseminated intravascular coagulation. Acute DIC can occur following sudden exposure of blood to procoagulants, with the compensatory hemostatic mechanisms becoming overwhelmed.",HP:0001871
HP:0001827,Congenital occlusion of a tube in the genital tract.,HP:0000119
HP:0000069,An abnormality of the ureter. The ureter is the duct by which urine passes from the kidney to the bladder.,HP:0000119
HP:0003282,Abnormally reduced serum levels of alkaline phosphatase.,HP:0001939
HP:0003712,"Hypertrophy (increase in size) of muscle cells (as opposed to hyperplasia, which refers to an increase in the number of muscle cells).",HP:0003011
HP:0025482,"An abnormal result of the perchlorate discharge test. In this test, first radioactive iodine is administered, sufficinet time is allowed to pass so that the radioactive iodine is captured by the thyroid,and then, perchlorate is administered orally. The perchlorate displaces non-organified iodide from the thyroid. The perchlorate discharge test is considered positive (abnormal) if there is an abnormally rapid loss of radioactive iodine from the thyroid.",HP:0000818
HP:0030230,"The presence of disorganized areas called cores in the center of muscle fibers. There is a typical appearance of the biopsy on light microscopy, where the muscle cells have cores that are devoid of mitochondria and specific enzymes. Cores are typically well demarcated and centrally located, but may occasionally be multiple and of eccentric.",HP:0003011
HP:0100284,"High frequency discharges in electromyography (EMG) that vary in amplitude and frequency, waxing and waning continuously with firing frequencies ranging from 150/second down to 20/second and producing a sound that has been referred to as a dive bomber sound.",HP:0003011
HP:0011615,"An abnormality of the pulmonary situs, i.e., of the sidedness of the morphological right and left lungs, which is defined by characteristics such as the number of lobes per lung and the relationship of the pulmonary arteries to their bronchi.",HP:0002086
HP:0003154,"An abnormal increased in the concentration of corticotropin, also known as adrenocorticotropic hormone (ACTH), in the blood.",HP:0000818
HP:0025016,A structural anomaly of the tiny blood vessels that connect arterioles with venules and whose walls act as semipermeable membranes that mediate the diffusion of fluids and gases between the blood circulation and body tissues.,HP:0001626
HP:0001544,Abnormally prominent umbilicus (belly button).,HP:0025031
HP:0002186,"A defect in the understanding of complex motor commands and in the execution of certain learned movements, i.e., deficits in the cognitive components of learned movements.",HP:0000707
HP:0410013,"Any abnormality of the submandibular region, the region between the mandible and the hyoid bone contains the submandibular and sublingual glands, suprahyoid muscles, submandibular ganglion, and lingual artery.",HP:0000152
HP:0002071,"A neurological condition related to lesions of the basal ganglia leading to typical abnormalities including akinesia (inability to initiate changes in activity and perform volitional movements rapidly and easily), muscular rigidity (continuous contraction of muscles with constant resistance to passive movement), chorea (widespread arrhythmic movements of a forcible, rapid, jerky, and restless nature), athetosis (inability to sustain the muscles of the fingers, toes, or other group of muscles in a fixed position), and akathisia (inability to remain motionless).",HP:0000707
HP:0033015,Abnormally elevated concentration of cortisol in saliva.,HP:0001939
HP:0004342,Abnormality of galactoside metabolism. A galactoside is a glycoside (a suger moiety bound to some other moiety) containing galactose.,HP:0001939
HP:0011905,"Hemoglobin A (HbA) contains two globin alpha chains and two globin beta chains. HbA is normally the main adult hemoglobin, representing about 96-98 percent of all hemoglobin. This term represents a decreased in the proportion of HbA below this limit, and can be seen in various forms of thalassemia.",HP:0001871
HP:0005968,"Disordered thermoregulation characterized by an impaired ability to maintain a balance between heat production and heat loss, with resulting instability of body temperature.",HP:0001939
HP:0012302,A severe virus infection of the central nervous system by the herpes simplex virus (HSV).,HP:0002715
HP:0031921,Pain of the gastrocnemius muscle.,HP:0025142
HP:0030867,"The orbits do not lie on the same horizontal plane, that is, one eye is lower than the other.",HP:0000478
HP:0100882,"A rare, benign soft tissue tumor that typically occurs within the first two years of life.",HP:0002664
HP:0032508,Habitual insertion of foreign bodies into bodily orifices.,HP:0000707
HP:0012627,Deposition of fibrillar material that can be found on all anterior segment structures bathed by aqueous humor.,HP:0000478
HP:0002493,"A functional anomaly of the upper motor neuron. The upper motor neurons are neurons of the primary motor cortex which project to the brainstem and spinal chord via the corticonuclear, corticobulbar and corticospinal (pyramidal) tracts. They are involved in control of voluntary movements. Dysfunction leads to weakness, impairment of fine motor movements, spasticity, hyperreflexia and abnormal pyramidal signs.",HP:0000707
HP:0410286,"Detection of molindone in the blood, an antipyschotic used for treatment of schizophrenia.",HP:0001939
HP:0001000,An abnormality of the pigmentation of the skin.,HP:0001574
HP:0007335,Recurrent episodes of brain dysfunction that may be triggered by factors such as metabolic disturbances or infections.,HP:0000707
HP:0030000,Abnormality observed upon electromyography when nerve studied is electrically stimulated six to ten times at 2 or 3 Hertz.,HP:0003011
HP:0020182,"A measurable change in circulating levels of Atrial natriuretic peptide hormone, a protein which plays an important role in the regulation of body fluid volume and blood pressure.",HP:0001939
HP:0005528,A reduced number of hematopoietic cells present in the bone marrow relative to marrow fat.,HP:0001871
HP:0032281,"Deviation from the normal quantity of base excess, defined as the amount of strong acid (in millimoles per liter) that needs to be added in vitro to 1 liter of fully oxygenated whole blood to return a blood sample to standard conditions (pH of 7.40, Pco2 of 40 mm Hg, and temperature of 37 degrees C).",HP:0001939
HP:0012448,Delayed myelination.,HP:0000707
HP:0012763,A sudden attack of dyspnea that occurs while the affected person is at rest.,HP:0002086
HP:0010859,A kind of breech presentation in which the hips are flexed and the knees are extended.,HP:0001197
HP:0008158,Hyperapobetalipoproteinemia is defined as the combination of a normal low density lipoprotein (LDL) cholesterol in the face of an increased LDL apolipoprotein B (apoB) protein.,HP:0001939
HP:0000592,An abnormal bluish coloration of the sclera.,HP:0000478
HP:0025439,Inflammation (due to infection or irritation) of the pharynx.,HP:0000152
HP:0031276,"A type of shock characterized by inadequate cardiac preload due to obstructed venous return (e.g. pericardial tamponade, tension pneumothorax, abdominal compartment) or obstruction of arterial blood flow (e.g. pulmonary embolism).",HP:0001626
HP:0032487,Abnormally low concentration of feces as assessed by the total number of solute particles per kilogram.,HP:0001939
HP:0000925,Any abnormality of the vertebral column.,HP:0000924
HP:0030823,Increased dimension of the sclera in the anterior-posterior axis.,HP:0000478
HP:0046507,Bradypnea is referring to breathing that is abnormally slow.,HP:0002086
HP:0001654,Any structural abnormality of a cardiac valve.,HP:0001626
HP:0008967,A type of muscle stiffness that occurs following physical exertion.,HP:0003011
HP:0030654,Any cystic lesion associated with the umbilical cord.,HP:0001197
HP:0030089,An anomalous amount of protein present in or on the surface of muscle fibers. This feature may be appreciate upon immunohistochemical investigation of muscle biopsy tissue.,HP:0003011
HP:0033007,"Architectural distortion is characterized by abnormal displacement of bronchi, vessels, fissures, or septa caused by diffuse or localized lung disease, particularly interstitial fibrosis. This is visible in lung biopsy and CT scans in a distorted appearance and is usually associated with pulmonary fibrosis and accompanied by volume loss.",HP:0002086
HP:0000528,Absence of the globe or eyeball.,HP:0000478
HP:0011534,Abnormality of the spatial relationship of the cardiac segments to other components of the heart.,HP:0001626
HP:0003546,A functional motor deficit where individuals whose responses to the challenges of exercise fail to achieve levels considered normal for their age and gender.,HP:0003011
HP:0032973,Abnormal type or counts of nucleated immune cells and acellular components in bronchoalveolar lavage (BAL) fluid. BAL us performed with a fiberoptic bronchoscope in the wedged position within a selected bronchopulmonary segment. BAL is commonly used to inform the differential diagnosis of interstitial lung disease or to monitor therapeutic interventions.,HP:0002086
HP:0000377,"An abnormality of the pinna, which is also referred to as the auricle or external ear.",HP:0000598
HP:0032240,An increased concentration of E selectin in the blood circulation.,HP:0001939
HP:0008993,An abnormal increase in the amount of intraabdominal fat tissue.,HP:0003549
HP:0001376,A reduction in the freedom of movement of one or more joints.,HP:0000924
HP:0002193,Individuals with Pseudobulbar signs often also demonstrate abnormal behavioral symptoms such as inappropriate emotional outbursts of uncontrolled laughter or weeping etc.,HP:0000707
HP:0500181,An increased amount of taurine in the blood.,HP:0001939
HP:0012276,"Inflammation of the flexor digitorum tendon, often associated with the Kanavel signs: (i) finger held in slight flexion, (ii) fusiform swelling, (iii) tenderness along the flexor tendon sheath, and (iv) pain with passive extension of the digit.",HP:0000924
HP:0003809,An abnormally reduced amount of adipose tissue in the thoracic cavity.,HP:0003549
HP:0005510,A transient reduction in the number of erythroblasts in the circulation.,HP:0001871
HP:0011314,An abnormality of size or shape of the long bones.,HP:0000924
HP:0031279,An abnormal response to the gonadotropin-releasing hormone (GnRH) stimulation test. This test typically involves intravenous administration of GnRH followed by repeated blood sampling at various time points to measure the levels of luteinizing hormone (LH) and follicle-stimulating hormone (FSH).,HP:0000818
HP:0003573,Increased concentration of total (conjugated and unconjugated) bilirubin in the blood.,HP:0001939
HP:0032169,A type of infection that is regarded as a sign of a pathological susceptibility to infection because of unusual severity or intensity of the infection.,HP:0002715
HP:0002104,Lack of breathing with no movement of the respiratory muscles and no exchange of air in the lungs. This term refers to a disposition to have recurrent episodes of apnea rather than to a single event.,HP:0002086
HP:0031970,Any deviation from the normal concentration of urea nitrogen in the blood.,HP:0001939
HP:0002558,Presence of more than two nipples.,HP:0000769
HP:0031686,An abnormally elevated amount of alpha1-antitrypsin in the feces.,HP:0025031
HP:0011499,Abnormal dilatation of the iris.,HP:0000478
HP:0100695,Excess deposit and expansion of adipose tissue in an unusual pattern which cannot be lost through diet and exercise .,HP:0003549
HP:0000568,A developmental anomaly characterized by abnormal smallness of one or both eyes.,HP:0000478
HP:0001769,"A foot for which the measured width is above the 95th centile for age; or, a foot that appears disproportionately wide for its length.",HP:0040064
HP:0009926,"Abnormally increased lacrimation, that is, excessive tearing (watering eye).",HP:0000478
HP:0500182,A decreased amount of taurine in the blood.,HP:0001939
HP:0005537,Average platelet volume below the lower limit of the normal reference interval.,HP:0001871
HP:0011362,An abnormal amount of hair.,HP:0001574
HP:0011809,A type of myotonia that worsens with repeated muscle contractions.,HP:0003011
HP:0008242,A state of renal tubular unresponsiveness or resistance to the action of aldosterone.,HP:0000818
HP:0031928,A type of rosette in which a halo of cells surrounds an empty lumen.,HP:0025354
HP:0012767,A deviation from normal size of the placenta.,HP:0001197
HP:0025323,An anomaly of arterial function.,HP:0001626
HP:0031793,An increased concentration of leptin in the blood.,HP:0000818
HP:0003715,Myofibrillar structural changes characterized by abnormal intracellular accumulation of the intermediate filament desmin and other proteins.,HP:0003011
HP:0000525,"An abnormality of the iris, which is the pigmented muscular tissue between the cornea and the lens, that is perforated by an opening called the pupil.",HP:0000478
HP:0006510,"An anomaly that is characterized progressive airflow obstruction that is only partly reversible, inflammation in the airways, and systemic effects or comorbities.",HP:0002086
HP:0025518,"An abnormality of gaze that can be observed following an acute supranuclear cerebral lesion (e.g., stroke) that is characterized by an acute inability to direct gaze contralateral to the side of the lesion and is accompanied by a tendency for tonic deviation of the eyes toward the side of the lesion.",HP:0000478
HP:0004446,The presence of erythrocytes with a mouth-shaped (stoma) area of central pallor on peripheral blood smear.,HP:0001871
HP:0012899,Difficulty releasing one's grip associated with prolonged first handgrip relaxation times.,HP:0003011
HP:0010860,A kind of breech presentation in which the hips are flexed and the knees are flexed.,HP:0001197
HP:0002878,A severe form of respiratory insufficiency characterized by inadequate gas exchange such that the levels of oxygen or carbon dioxide cannot be maintained within normal limits.,HP:0002086
HP:0001981,The presence of an abnormal number of fragmented red blood cells (schistocytes) in the blood.,HP:0001871
HP:0002757,The repeated occurrence of bone fractures (implying an abnormally increased tendency for fracture).,HP:0000924
HP:0006921,Stiffness (a condition in which muscles cannot be moved quickly without accompanying pain or spasm) of the axial musculature.,HP:0003011
HP:0002463,"Language impairment is a deficit in comprehension or production of language that includes reduced vocabulary, limited sentence structure or impairments in written or spoken communication. Language abilities are substantially and quantifiably below age expectations.",HP:0000707
HP:0002516,An increase of the pressure inside the cranium (skull) and thereby in the brain tissue and cerebrospinal fluid.,HP:0000707
HP:0031689,"The presence of micro-megakaryocytes, hypo-lobed, or non-lobed nuclei in megakaryocytes of all sizes and multiple, widely-separated nuclei.",HP:0001871
HP:0031854,"A type of heterotaxy where some paired structures on opposite sides of the left-right axis of the body are symmetrical mirror images of each other, and have the morphology of the normal left-sided structures.",HP:0001507
HP:0011675,Any cardiac rhythm other than the normal sinus rhythm. Such a rhythm may be either of sinus or ectopic origin and either regular or irregular. An arrhythmia may be due to a disturbance in impulse formation or conduction or both.,HP:0001626
HP:0005922,Any structural anomaly of the hand.,HP:0040064
HP:0031406,"Any abnormality in the series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription.",HP:0002715
HP:0012732,An abnormality of the anus or rectum.,HP:0025031
HP:0032450,Detection of arsenic in the blood circulation.,HP:0001939
HP:0045047,Presence of an abnormal type of hemoglobin characterized by the subsitution of a glutamic acid residue at position 7 following the initial methionine residue by a valine (the mutation causative of sickle cell disease). The mutation promotes the polymerization of the HbS under conditions of low oxygen concentration. HbS can be identified by multiple methodologies including hemoglobin electrophoresis and high-performance liquid chromatography.,HP:0001871
HP:0000570,An abnormality of eye movement characterized by impairment of fast (saccadic) eye movements.,HP:0000478
HP:0003240,"Abnormally elevated level of the enzyme phosphoribosyl pyrophosphatesynthetase, which catalyzes the synthesis of PP-ribose-P from ATP and ribose-5-phosphate.",HP:0001939
HP:0100725,Thickening and hardening of the epidermis seen with exaggeration of normal skin lines.,HP:0001574
HP:0010547,"A type of paralysis in which a muscle becomes soft and yields to passive stretching, which results from loss of all or practically all peripheral motor nerves that innervated the muscle. Muscle tone is reduced and the affected muscles undergo extreme atrophy within months of the loss of innervation.",HP:0003011
HP:0001460,Absence or underdevelopment of the musculature.,HP:0003011
HP:0010719,An abnormality of the texture of the hair.,HP:0001574
HP:0002133,"Status epilepticus is a type of prolonged seizure resulting either from the failure of the mechanisms responsible for seizure termination or from the initiation of mechanisms which lead to abnormally prolonged seizures (after time point t1). It is a condition that can have long-term consequences (after time point t2), including neuronal death, neuronal injury, and alteration of neuronal networks, depending on the type and duration of seizures.",HP:0000707
HP:0030061,"A neoplasm arising in the neuroectoderm, the portion of the ectoderm of the early embryo that gives rise to the central and peripheral nervous systems, including some glial cells.",HP:0002664
HP:0031927,"The tumor cells that form the Flexner-Wintersteiner rosette circumscribe a central lumen that contains small cytoplasmic extensions of the encircling cells; however, unlike the center of the Homer Wright rosette, the central lumen does not contain the fiber-rich neuropil.",HP:0025354
HP:0012774,"Elevated ratio between the upper and the lower segment of the body, where the lower segment is defined as the length between the top of pubic symphysis to floor, and the upper segment is defined as the top of head to top of pubic symphysis.",HP:0001507
HP:0012443,"A structural abnormality of the brain, which has as its parts the forebrain, midbrain, and hindbrain.",HP:0000707
HP:0002165,Inward advance of skin over the nail plate.,HP:0001574
HP:0008850,"Severely slow or limited growth after birth, being four standard deviations or more below age- and sex-related norms.",HP:0001507
HP:0010461,Abnormality of the male genital system.,HP:0000119
HP:0011440,Rhabdomyolysis induced by intake of alcohol.,HP:0003011
HP:0100305,Ring fibers are formed by a bundle of peripheral myofibrils which are circumferentially oriented such that they encircle the internal portion of the sarcoplasm which is normal in structure and orientation.,HP:0003011
HP:0030688,An elevated concentration of glucagon in the blood circulation.,HP:0000818
HP:0032043,Pain experienced with swallowing.,HP:0025031
HP:0004418,Inflammation of a vein associated with venous thrombosis (blood clot formation within the vein).,HP:0001871
HP:0000662,Inability to see well at night or in poor light.,HP:0000478
HP:0031085,"A reduced concentration of prealbumin in the blood. Prealbumin, also known as transthyretin, has a half-life in plasma of about 2 days, much shorter than that of albumin. Prealbumin is therefore more sensitive to changes in protein-energy status than albumin, and its concentration closely reflects recent dietary intake rather than overall nutritional status.",HP:0001939
HP:0001898,The presence of an increased mass of red blood cells in the circulation.,HP:0001871
HP:0010548,"A localized myotonic contraction in a muscle in reaction to percussion (tapping with the examiner's finger, a rubber percussion hammer, or a similar object).",HP:0003011
HP:0000593,"Abnormality of the anterior chamber, which is the space in the eye that is behind the cornea and in front of the iris.",HP:0000478
HP:0001983,A reduction in the expression of CD43 on the cell surface of lymphocytes.,HP:0002715
HP:0045048,"An elevated concentration in the blood of hemoglobin A2 (HbA2), which is a normal variant of hemoglobin A that consists of two alpha and two delta chains and is normally present at low levels in adults but may be increased in beta thalassemia.",HP:0001871
HP:0001098,Any structural abnormality of the fundus of the eye.,HP:0000478
HP:0410400,"Absence of the sebaceous gland, the holocrine gland that secretes sebum into the hair follicles, or in hairless areas into ducts.",HP:0001574
HP:0011389,An abnormality of the function of the inner ear.,HP:0000598
HP:0012770,Decreased length of the arm span (length from one end of an individual's arms measured at the fingertips to the other when raised parallel to the ground at shoulder height at a one-hundred eighty degree angle).,HP:0040064
HP:0003730,"Spontaneous, repetitive electrical activity demonstrated by electromyography (EMG).",HP:0003011
HP:0002719,Increased susceptibility to infections.,HP:0002715
HP:0000360,"Tinnitus is an auditory perception that can be described as the experience of sound, in the ear or in the head, in the absence of external acoustic stimulation.",HP:0000598
HP:0000622,Lack of sharpness of vision resulting in the inability to see fine detail.,HP:0000478
HP:0004831,"Repeated episodes of obstruction of blood flow due to an embolus, i.e., blood clot that has traveled from its point of origin within the blood stream.",HP:0001871
HP:0012904,An involuntary and painless delay in the relaxation of skeletal muscle following contraction or electrical stimulation that is induced by exposure to cold.,HP:0003011
HP:0010651,"An abnormality of the Meninges, including any abnormality of the Dura mater, the Arachnoid mater, and the Pia mater.",HP:0000707
HP:0032439,"An abnormally increased sensitivity to airborn particles. This can be diagnosed on the basis of the medical history, taking into account seasonality or a relationship to the concentration of airborn particles in the environment of the affected individual. Aerosol challenge is a gold standard of establishment of the symptom. There exist particle hypersensitivity (diesel exhaust, metals, inorganic material) vs. allergen (including pollen dander, etc) hypersensitivity. The responses are usually different and testing for allergen hypersensitivity is done in concert with serum IgE and or skin testing to the suspected allergen.",HP:0002715
HP:0031836,Increased level of catalysis of the reaction: 2 superoxide + 2 H+ = O2 + hydrogen peroxide.,HP:0001939
HP:0000836,"An abnormality of thyroid physiology characterized by excessive secretion of the thyroid hormones thyroxine (i.e., T4) and/or 3,3',5-triiodo-L-thyronine zwitterion (i.e., triiodothyronine or T3).",HP:0000818
HP:0030353,A reduced level of insulin-like growth factor 1 (IGF1) in the blood circulation.,HP:0000818
HP:0040236,"Increased degradation of fibrin, associated with clot instability and bleeding",HP:0001871
HP:0012116,Deviation from normal concentration of albumin in the blood.,HP:0001939
HP:0005938,Abnormal arrangement of the structures of the motile cilium.,HP:0002086
HP:0007281,"A cessation of the development of a child in the areas of motor skills, speech and language, cognitive skills, and social and/or emotional skills.",HP:0000707
HP:0410291,Opposing or not responding to instructions or external stimuli.,HP:0000707
